Timestamp,CPU Usage (%),Memory Usage (MB),Memory Usage (%),Disk Read Bytes,Disk Write Bytes
2024-04-24 16:48:32,21.5000,5457.15234375,33.73578727365588,35474501,4
2024-04-24 16:48:34,16.9000,6177.58984375,38.18948852900018,35474501,4
2024-04-24 16:48:36,24.6000,6099.10546875,37.70430284743528,35474501,4
2024-04-24 16:48:39,18.5000,5931.56640625,36.66858644875329,35474501,4
2024-04-24 16:48:41,36.9000,5930.16015625,36.65989309590821,35474501,4
2024-04-24 16:48:43,46.2000,5927.99609375,36.64651499180772,35474501,4
2024-04-24 16:48:45,46.9000,5929.265625,36.65436315757064,35474501,4
2024-04-24 16:48:47,27.7000,5939.1640625,36.715554702319075,35474501,4
2024-04-24 16:48:49,50.8000,5928.8828125,36.651996633740595,35474501,4
2024-04-24 16:48:51,50.0000,5940.625,36.724586129997014,35474501,4
2024-04-24 16:48:53,49.2000,5931.59765625,36.668779634372065,35474501,4
2024-04-24 16:48:55,44.6000,5950.6796875,36.786743602839344,35474501,4
2024-04-24 16:48:57,50.0000,5932.1171875,36.671991345284276,35474501,4
2024-04-24 16:48:59,53.8000,5931.8671875,36.67044586033404,35474501,4
2024-04-24 16:49:01,47.7000,5933.31640625,36.679404843404946,35474501,4
2024-04-24 16:49:03,49.2000,5935.33984375,36.69191361222092,35474501,4
2024-04-24 16:49:05,53.9000,5935.4140625,36.692372428065525,35474501,4
2024-04-24 16:49:07,35.4000,5934.8125,36.68865360490401,35474501,4
2024-04-24 16:49:09,40.0000,5941.6875,36.73115444103552,35474501,4
2024-04-24 16:49:11,24.6000,5935.0234375,36.68995760783078,35474501,4
2024-04-24 16:49:13,4.6000,5944.40625,36.74796158986934,35474501,4
2024-04-24 16:49:15,0.0000,5934.67578125,36.687808417821856,35474501,4
2024-04-24 16:49:17,1.6000,5934.49609375,36.686697600513874,35474501,4
2024-04-24 16:49:19,4.7000,5935.1171875,36.69053716468712,35474501,4
2024-04-24 16:49:21,3.1000,5953.30078125,36.802947046614484,35474501,4
2024-04-24 16:49:23,1.6000,5934.61328125,36.687422046584295,35474501,4
2024-04-24 16:49:25,9.4000,5934.8828125,36.68908827254627,35474501,4
2024-04-24 16:49:27,3.1000,5934.66796875,36.68776012141716,35474501,4
2024-04-24 16:49:29,12.3000,5933.9453125,36.683292703982886,35474501,4
2024-04-24 16:49:31,1.5000,5942.3125,36.73501815341111,35474501,4
